id,username,date,text,reply,link,word,country,profile,retweet,likes,reproduction
81,@Miketango35,2021-11-15,How weird is that.  I don’t suffer from hay fever until I hear the Last Post!,1,,hayfever,England,https://twitter.com/Miketango35,,,
82,@QuinnDave,2021-11-14,"Absolutely amazing tribute to an amazing man, think I’ve got dust in my eyes now though, or hay fever……",1,,hayfever,England,https://twitter.com/QuinnDave,,,
95,@SarabjeetKaley,2021-11-06,"You should look in to kenalog hay-fever vaccine. Since I had mine last March I had no hayfever , no sinus issues and have truly enjoyed a hay-fever tablet free year.",7,,hayfever,England,https://twitter.com/SarabjeetKaley,,,
96,@oddrt,2021-11-04,"My Lionel Blair story. I worked in a school for children with learning difficulties, one year he opened the Summer Fayre. Whilst he spoke to every family member & child at length, the thing I remember most is that he suffered from crippling hay fever and had a tissue minder!",7,,hayfever,England,https://twitter.com/oddrt,,,
132,@foodgrower,2021-11-04,Yes Life is very bland!!thankful that it’s just like having a cold with hayfever.,1,,hayfever,England,https://twitter.com/foodgrower,,,
133,@Angharad_78,2021-11-03,My hayfever is chronic tonight eyes itching like mad!,1,,hayfever,England,https://twitter.com/Angharad_78,,,
134,@Tractorgirl,2021-11-02,To be fair I do have some patients who try and demand creams and hay fever medicines that are available OTC because they are exempt from prescription fees and want the NHS to pay on principle…,1,,hayfever,England,https://twitter.com/Tractorgirl,,,
135,@idontbakecakes,2021-10-28,"I definitely didn’t cry when Freya cried on #GBBO nope, not a bit, it’s just some dust in my eye or hay fever or something.",1,,hayfever,England,https://twitter.com/idontbakecakes,,,
136,@KIRBYs_W0RLD,2021-10-27,2 things i got in 2021 that i definitely didn’t ask for: hay fever and now lactose intolerance  thanks jesus,1,,hayfever,England,https://twitter.com/KIRBYs_W0RLD,,,
137,@power_mr,2021-10-27,Try blanching some stinging nettles then drinking the water. Cleared my hayfever this spring over night. Full of antihistamines,1,,hayfever,England,https://twitter.com/power_mr,,,
138,@poo1959,2021-10-27,Wasn’t expecting my hay fever to kick in during October. That was amazing ,1,https://x.com/dehuktour/status/1453064634953388034/photo/1,hayfever,England,https://twitter.com/poo1959,,,
139,@AndreaJackGoro,2021-10-24,Sinus pain & Sneezing no fun when you've just had an op! I've got the fall #hayfever ,1,,hayfever,England,https://twitter.com/AndreaJackGoro,,,
171,@PPI_poppet,2021-10-23,My hayfever has been awful this week. ,,,hayfever,England,https://twitter.com/PPI_poppet,,,
172,@EmilyG_____,2021-10-21, damn hayfever.,,,hayfever,England,https://twitter.com/EmilyG_____,,,
189,@jamesliammcd,2021-10-21,"What I thought was burn out in July turned out to be hayfever. 

What I thought was burn out now turned out to be me needing glasses. 

What has a gurl got to do to get signed off work round here?!",4,,hayfever,England,https://twitter.com/jamesliammcd,,,
190,@mckeown_ryan,2021-10-20,"No hayfever, no nights where it's too hot to sleep, no working in the red hot heat - Nah crap, give me the cool autumn, picturesque colours on the trees and a hearty ale in a warm pub! (Not inc. holidays aboard - only time I love the sun; pool, beer and no work!)",4,,hayfever,England,https://twitter.com/mckeown_ryan,,,
208,@EranE1980,2021-10-20,Anyone else's hay fever on full blown jihad mode today?,1,,hayfever,England,https://twitter.com/EranE1980,,,
238,@realpauldakers,2021-10-17,"Everything else is - Sepsis now is being put down as #COVID19 along with hay fever, a cold, the flu, pneumonia and don’t forget about Covid toes when you let your immune system deal with it - that’s the after effect unless you get #vaccinated obviously . . .",1,,hayfever,England,https://twitter.com/realpauldakers,,,
239,@realpauldakers,2021-10-16,"Jesus! #mainstreammedia is now trying to make out #COVID19 is #sepsis as it was pneumonia, the flu, hay fever, a cold! Utterly fucking ridiculous!!! STOP FUCKING LYING!!!!!",1,,hayfever,England,https://twitter.com/realpauldakers,,,
240,@KathyDix7,2021-10-14,"Dust ( poem)

Dust  might
bust my nose,
I sneeze
and  wheeze
and I suppose,
its ok
but feels like Hell
but its only Hayfever",1,,hayfever,England,https://twitter.com/KathyDix7,,,
241,@Prof_DFrench,2021-10-13,Penelope Keith in “Hay Fever” rivals Maggie Smith in “Downton” - glorious!!!,1,https://x.com/Prof_DFrench/status/1448382089569648640/photo/1,hayfever,England,https://twitter.com/Prof_DFrench,,,
255,@hyperkoi01,2021-10-12,"My granddaughter has one all the time, constant COVID tests as nursery demand it. Doctor says it's hayfever but I am not convinced.",1,,hayfever,England,https://twitter.com/hyperkoi01,,,
256,@uppingham_co,2021-10-08,"Casting call for the ladies of Noel Cowards Hay Fever for Stamford Shakespeare Companys 2022 season. 
Auditions : Sun 17th Oct and Sunday 24th Oct.
10am-4pm
For more info contact Pippa at admin@stamfordshakespeare.co.uk",1,https://x.com/uppingham_co/status/1446476828953227264/photo/1,hayfever,England,https://twitter.com/uppingham_co,,,
270,@uppingham_co,2021-10-08,"Casting call for the men of Noel Cowards Hay Fever for Stamford Shakespeare Companys 2022 season.
Auditions: Sun 17th Oct and Sunday 24th Oct 10am-4pm
For more info contact Pippa 
admin@stamfordshakespeare.co.uk 
@DramaGroups
 @theatrenetwork_",1,https://x.com/uppingham_co/status/1446475884932829185/photo/1,hayfever,England,https://twitter.com/uppingham_co,,,
284,@Bangali__,2021-10-07,"If I’ve ever called you weak for having allergy and or hay fever, I apologise  this is the fucking ghetto wth",1,,hayfever,England,https://twitter.com/Bangali__,,,
285,@JohnTho77244494,2021-09-30,Bloody hay fever ,1,,hayfever,England,https://twitter.com/JohnTho77244494,,,
286,@ClassicshirtCDF,2021-09-29,Actually I’m just chopping onions and it’s hayfever season or something,1,https://x.com/amyalby2904/status/1443206357008666629/photo/1,hayfever,England,https://twitter.com/ClassicshirtCDF,,,
335,@Danniishelleyxx,2021-09-26,The day I live in my city my hay fever Will thank me ,1,,hayfever,England,https://twitter.com/Danniishelleyxx,,,
336,@joekasper_,2021-09-25,"I’m not crying, it’s…hayfever",1,,hayfever,England,https://twitter.com/joekasper_,,,
337,@calneeagle,2021-09-24,"Very good evening last night at the Surrey CCC annual awards. Emotional at times as we said goodbye to 
@RikkiClarke81
 & 
@Jwd_16
 & to Gareth Batty as a player. Batts had particular problems with unseasonal hayfever.
Jamie Smith dominated the awards. 
#surreycricket
@surreycricket",1,https://x.com/calneeagle/status/1441274460968038401/photo/1,hayfever,England,https://twitter.com/calneeagle,,,
348,@Doc_Palindrome,2021-09-23,"Depends what treatment you have for ""hayfever""",,,hayfever,England,https://twitter.com/Doc_Palindrome,,,
349,@Lord_Sirjs,2021-09-22,Hope you don’t get hay fever ,,,hayfever,England,https://twitter.com/Lord_Sirjs,,,
350,@Mountie31,2021-09-21,"I had this rash for 2 weeks now it's caused by a washing detergent I had it as a youngster

The doctor said it will go when given the proper antihistamines following tests 

There are way too many irritants out there as you know, hayfever, skin, dust, 
@Conservative
 party etc...",,,hayfever,England,https://twitter.com/Mountie31,,,
363,@deiinhastings,2021-09-18,Getting hay fever for the first time on the Isle of Wight! And them appointing a Minister for Drought (Dennis Howell??) And my 10th birthday in scorching sunshine!,1,,hayfever,England,https://twitter.com/deiinhastings,,,
364,@Onslowhouse,2021-09-14,"Hope you feel better very soon. 
Hopefully Hay Fever ",1,,hayfever,England,https://twitter.com/Onslowhouse,,,
365,@nathlufc23,2021-09-14,I've got hayfever just from watching,1,,hayfever,England,https://twitter.com/nathlufc23,,,
380,@MPeks,2021-09-13,First full week of school coinciding with terribly delayed hay fever ,1,https://x.com/MPeks/status/1437349076400578562/photo/1,hayfever,England,https://twitter.com/MPeks,,,
395,@groomtings,2021-09-13,Feel silly asking because I know we’re moving into autumn but is anyone else having a grim time of it hay fever wise? Either the pollen count is high or I’m allergic to something in my house,2,,hayfever,England,https://twitter.com/groomtings,,,
408,@mellygry,2021-09-13,Are covid symptoms still the same as hayfever? asking for a friend,4,,hayfever,England,https://twitter.com/mellygry,,,
409,@PORTZD2,2021-09-12,Bloody hay fever,4,,hayfever,England,https://twitter.com/PORTZD2,,,
447,@iAmKudaMaynard,2021-09-11,"Its a steroid. I don’t know where you are but I can order it online here. My GP is aware of my need for it. As for Chlophen, 31 years of hay fever does render it useless.",2,,hayfever,England,https://twitter.com/iAmKudaMaynard,,,
448,@OliversSherbs,2021-09-10,Why is my hayfever still so crazy? I have quite enough other health conditions going on without my eyes constantly streaming!,2,,hayfever,England,https://twitter.com/OliversSherbs,,,
449,@SimonBrewer20,2021-09-10,Used to get hayfever......along with pretty bad asthma.,2,,hayfever,England,https://twitter.com/SimonBrewer20,,,
450,@MarkGodden,2021-09-09,"Haha...my ""hayfever"" always plays up too, like clockwork. ",2,,hayfever,England,https://twitter.com/MarkGodden,,,
451,@Maurice_Gunnery,2021-09-09,"Took this yesterday whilst my wife tried to dodge flies and hayfever, I think it was worth it, she doesn’t lol.",2,https://x.com/Maurice_Gunnery/status/1435983064887349254/photo/1,hayfever,England,https://twitter.com/Maurice_Gunnery,,,
452,@Quint22Si,2021-09-09,@streetXXtrash I'm wide awake too...bloody hayfever,2,,hayfever,England,https://twitter.com/Quint22Si,,,
453,@Clinnick1,2021-09-08,"Sadly, as much as I love that solo seat, the cheap aftershave worn by the guy across aisle is that strong it’s made my eyes react worse than hayfever at its peak!!!! Urgh!!!!! ",2,,hayfever,England,https://twitter.com/Clinnick1,,,
454,@poes_eth,2021-09-08,my hayfever doesn’t need to play up like this,2,,hayfever,England,https://twitter.com/poes_eth,,,
455,@EightyThor,2021-09-08,"Hayfever every morning when I leave for work  
@MartialClubFilm",2,,hayfever,England,https://twitter.com/EightyThor,,,
475,@johnnhendo,2021-09-07,"Don’t like to shit on your theory but it’s not hayfever time of year , mainly caused by three types of pollen non of which are in abundance at this time of year",1,,hayfever,England,https://twitter.com/johnnhendo,,,
476,@esser10,2021-09-07,Hay fever .,1,,hayfever,England,https://twitter.com/esser10,,,
477,@knockemdownes,2021-09-07,Hayfever tabket needed!,1,,hayfever,England,https://twitter.com/knockemdownes,,,
478,@knockemdownes,2021-09-07,It was worth the hayfever,1,,hayfever,England,https://twitter.com/knockemdownes,,,
534,@mcthickum_,2021-09-06,I'm experiencing hayfever for the first time AND IT FEELS LIKE HELL OMG,31,,hayfever,England,https://twitter.com/mcthickum_,,,
535,@GlosterBirder,2021-09-06,Suffering terribly with #hayfever today. It’s September!! #JustMe,31,,hayfever,England,https://twitter.com/GlosterBirder,,,
536,@Iain_1701,2021-09-05,Its my hay fever kicking off - honest!,31,,hayfever,England,https://twitter.com/Iain_1701,,,
537,@AmberHall193,2021-09-05,Hay fever got me today ,31,,hayfever,England,https://twitter.com/AmberHall193,,,
538,@xcurlytwigx,2021-09-05,"My PEF is never over 350 & couldn’t improve it even on 4 puffs Saba, so no asthma codes, but need it for hayfever season",31,,hayfever,England,https://twitter.com/xcurlytwigx,,,
539,@lauran_roe,2021-09-04,"Holy shit, my hayfever is proper trying to kill me off today ",31,,hayfever,England,https://twitter.com/lauran_roe,,,
540,@jemmabrown,2021-09-04,Missed out I’ve also taken hay fever meds and used saline nasal spray but I’m not at all congested and have no other hay-fever symptoms but I’ll give anything a go. Lol I think my #autism makes me more sensitive to the pressure in my ear.,31,,hayfever,England,https://twitter.com/jemmabrown,,,
541,@teesznx,2021-09-03,"When I say hay fever has had me in a chokehold for these past 24 hours , FREE ME",31,,hayfever,England,https://twitter.com/teesznx,,,
542,@deano_unlocked,2021-08-31,Ok #longlostfamily just set my hayfever off  what a lovely episode this was!,31,,hayfever,England,https://twitter.com/deano_unlocked,,,
543,@Sutton_cjb,2021-08-30,Well it is.  If god forbid i find a lump i would not want to think that little johnny with a snotty nose or Frank with particularly bad hay fever have appointments because receptionist book anyone in without question and i was too late.,31,,hayfever,England,https://twitter.com/Sutton_cjb,,,
544,@jayoleary,2021-08-30,Damn hayfever,31,,hayfever,England,https://twitter.com/jayoleary,,,
571,@djwardymusic,2021-08-29,Hay-fever sucks  #hayfever #summer #BankHolidayWeekend,,,hayfever,England,https://twitter.com/djwardymusic,,,
572,@realpauldakers,2021-08-28,Otherwise known as the common cold - or was it hay fever?? Isn’t it miraculous how all the symptoms of all the #variants seem to match an illness or fever we’re already aware of . . . .,,,hayfever,England,https://twitter.com/realpauldakers,,,
597,@VictoriaHLees,2021-08-27,Hello hayfever my old friend ,1,,hayfever,England,https://twitter.com/VictoriaHLees,,,
598,@leahnoble79,2021-08-27,Just put my hayfever tablets back in the fridge  safe to say I’m tired,1,,hayfever,England,https://twitter.com/leahnoble79,,,
599,@JakeB______,2021-08-26,Everyone else’s hayfever giving them shit today or have I caught that covid again?,1,,hayfever,England,https://twitter.com/JakeB______,,,
667,@sbrionyc,2021-08-26,Really bad headache today. Just felt    very tired. Have done a LFT. Telling myself I'm worrying without reason. Came back negative. Pollen is high so maybe just a hayfever reaction.,1,,hayfever,England,https://twitter.com/sbrionyc,,,
668,@TashaWoodford,2021-08-26,"I feel you, I too have had the paranoia of ‘ do I have covid?’ But oops no it’s hayfever as the summer harvest is happening!",1,,hayfever,England,https://twitter.com/TashaWoodford,,,
669,@jowbesidethesea,2021-08-25,I sometimes add nettles to other teas with a bit of honey for an immune boost and to help my hayfever. Not sure I'd drink it on its own.,1,,hayfever,England,https://twitter.com/jowbesidethesea,,,
670,@Tess_invests,2021-08-25,"Hay fever of doom today. Actually sneezing through my eyes, and wheezing like an ageing golden retriever.",1,,hayfever,England,https://twitter.com/Tess_invests,,,
671,@StevronConnor92,2021-08-25,Hayfever is about to go haywire,1,https://x.com/StevronConnor92/status/1430476258161332226/photo/1,hayfever,England,https://twitter.com/StevronConnor92,,,
693,@ManLikeDebs,2021-08-24,Hayfever* ... sorry I sneezed as I typed that,,,hayfever,England,https://twitter.com/ManLikeDebs,,,
694,@didikanyana,2021-08-24,Hay fever is really kicking my ass today,,,hayfever,England,https://twitter.com/didikanyana,,,
714,@DidymusBrush,2021-08-23,"Very mild. Just a slightly bunged up throat ala bad hay fever, some shoulder aches and a tiny bit of headache. 

Sadly means I'm gonna miss the Show of Hands show this weekend in the Burrs Country Park. ",1,,hayfever,England,https://twitter.com/DidymusBrush,,,
715,@sospainter,2021-08-23,Hope you don’t have hay fever.,1,,hayfever,England,https://twitter.com/sospainter,,,
716,@jim_johnson24,2021-08-23,"Weddings bring on my hayfever 
@Monkey_Claire88",1,https://x.com/jim_johnson24/status/1429729989159800837/photo/1,hayfever,England,https://twitter.com/jim_johnson24,,,
736,@AmyJ1996,2021-08-23,mate this hayfever this morning,1,,hayfever,England,https://twitter.com/AmyJ1996,,,
754,@seabeaarr,2021-08-22,Everytime I enter this city my hayfever plays up ,1,,hayfever,England,https://twitter.com/seabeaarr,,,
755,@leeburgess1,2021-08-22,My neighbour had a steroid injection this year and his hay fever went away totally,1,,hayfever,England,https://twitter.com/leeburgess1,,,
756,@MRJKilcoyne,2021-08-22,Hayfever for you this year,1,,hayfever,England,https://twitter.com/MRJKilcoyne,,,
775,@dannywhite93,2021-08-21,Well that old hay fever’s kicking in #lufc,1,,hayfever,England,https://twitter.com/dannywhite93,,,
790,@SMillbery,2021-08-21,I’m sure we tried hay fever tablets but he was very “anti” pills ,,,hayfever,England,https://twitter.com/SMillbery,,,
819,@StephenBygrav10,2021-08-20,Morning just googled it coughing isn't a symptom of hayfever I'd phone the doctor's  X,1,,hayfever,England,https://twitter.com/StephenBygrav10,,,
820,@StephenBygrav10,2021-08-20,I don't think a cough is a symptom of hayfever Wendy,1,,hayfever,England,https://twitter.com/StephenBygrav10,,,
821,@OldratEssex,2021-08-19,"*sniff* A bit late for hayfever, isn't it?
https://theguardian.com/lifeandstyle/2021/aug/19/hot-summer-nights-my-family-was-running-on-fumes-like-a-dummy-i-took-them-camping?CMP=Share_AndroidApp_Other…",1,,hayfever,England,https://twitter.com/OldratEssex,,,
822,@RichG3230,2021-08-19,Hayfever is bad today https://x.com/buitengebieden/buitengebieden/status/1428113131289686019…,1,,hayfever,England,https://twitter.com/RichG3230,,,
823,@nxvv_19,2021-08-18,1-0 hayfever,1,,hayfever,England,https://twitter.com/nxvv_19,,,
824,@iskibar14,2021-08-16,"Dear Hayfever, can’t you read the bloody calendar?",1,,hayfever,England,https://twitter.com/iskibar14,,,
825,@Thebunyipman,2021-08-16,I had it as a kid for my hayfever. The needles did nothing and were kinda annoying. The face massage after was great though,1,,hayfever,England,https://twitter.com/Thebunyipman,,,
826,@CA_Speaky,2021-08-14,Good job I took my hayfever medication.. Eyes watering,1,,hayfever,England,https://twitter.com/CA_Speaky,,,
827,@Pearcey___,2021-08-13,His names Ken - he has hay fever.,1,,hayfever,England,https://twitter.com/Pearcey___,,,
828,@longy03,2021-08-13,No mate. Good old fashioned cold and hayfever,1,,hayfever,England,https://twitter.com/longy03,,,
829,@longy03,2021-08-13,Cold & Flu/Hayfever clearly still a thing. CV- feel like shit,1,,hayfever,England,https://twitter.com/longy03,,,
853,@LouloubellsM,2021-08-12,I am still mute however its definitely hayfever or a cold so happy days,1,,hayfever,England,https://twitter.com/LouloubellsM,,,
854,@longy03,2021-08-12,"Anyone else’s hayfever unbelievably bad this week?
#suffering",1,,hayfever,England,https://twitter.com/longy03,,,
855,@angela_az,2021-08-12,The carbon filters have to be replaced eventually - it’s very quiet and I have another Philips model at home (hay fever),1,,hayfever,England,https://twitter.com/angela_az,,,
919,@DiaryOfABoxer,2021-08-11,"21st Century #problems in #summer: do I have #hayfever, a #cold or #covid ",,,hayfever,England,https://twitter.com/DiaryOfABoxer,,,
920,@FOCRG,2021-08-11,"Weed pollen spores are in peak season now. Signs of hay fever in dogs are: 
Licking/biting paws 
Shaking heads 
Rubbing their ears/muzzle 

Ease their symptoms: 
 Walk your dog early morning/the evening
 Wash their paws after walks
 Stop them rolling in the grass in the Rec",,https://x.com/FOCRG/status/1425453551854264320/photo/1,hayfever,England,https://twitter.com/FOCRG,,,
921,@DiaryOfABoxer,2021-08-11,Am I the only one who’s hayfever is rife today ,,,hayfever,England,https://twitter.com/DiaryOfABoxer,,,
922,@xGeorgieeeeee,2021-08-11,Haven’t had hayfever all year & BAM ,,,hayfever,England,https://twitter.com/xGeorgieeeeee,,,
923,@olhughes1,2021-08-10,hay fever has decided to bully me this year,,,hayfever,England,https://twitter.com/olhughes1,,,
924,@CathyConneff,2021-08-10,Anyone’s else’s hayfever off the charts today?,,,hayfever,England,https://twitter.com/CathyConneff,,,
925,@Isabelle_Broom,2021-08-09,I’m so sorry Eve. Mine manisfested as hay fever too. Wishing you a speedy recovery xxx,,,hayfever,England,https://twitter.com/Isabelle_Broom,,,
926,@louisezus,2021-08-09,ran out of antihistamines so i haven’t taken any in a few days (i normally take them daily) and my hayfever has been mostly fine but i have hives so bad wtf,,,hayfever,England,https://twitter.com/louisezus,,,
927,@sullieship,2021-08-09,"Hayfever’s playing up

https://youtu.be/yS0iSnVx-Xc",,,hayfever,England,https://twitter.com/sullieship,,,
953,@DebStevo90,2021-08-08,This is currently me with my moisturiser and watery eyes from hay fever. Honestly the sting! Arghh!,,,hayfever,England,https://twitter.com/DebStevo90,,,
954,@kapukamum,2021-08-08,"Thanks Christine. 
Hayfever and dust (mites). Antihistamines and more preventive cleaning required ",,,hayfever,England,https://twitter.com/kapukamum,,,
955,@1ivwellings,2021-08-07,this weather drives my hayfever INSANE,,,hayfever,England,https://twitter.com/1ivwellings,,,
983,@_AnnaBlight,2021-08-07,My right eye is sore and a bit blurry today. Hayfever for me too I think.,1,,hayfever,England,https://twitter.com/_AnnaBlight,,,
984,@AmyJ1996,2021-08-06,I’ve just sneezed on the train and everyone’s staring at me I have bloddy hayfever not covid ,1,,hayfever,England,https://twitter.com/AmyJ1996,,,
985,@derrickca,2021-08-06,It’s hay fever. Same happened to me. That’s my excuse ,1,,hayfever,England,https://twitter.com/derrickca,,,
986,@hartleyJ14,2021-08-06,"Ah, ok. Well that's something, at least. I can understand your frustration at not being able to have it fully confirmed though. Of course, despite Covid, there are still the usual rounds of summer colds, hayfever etc. Let's hope it's one of those. ",1,,hayfever,England,https://twitter.com/hartleyJ14,,,
1014,@MollyMcCabeSLT,2021-08-05,"I seem to have a birch allergy (my hayfever starts when birch pollen season starts) and raw onion, nectarines, tomatoes and Mango (which are all related to birch) make my mouth burn like mad!",1,,hayfever,England,https://twitter.com/MollyMcCabeSLT,,,
1059,@maricarjagger,2021-08-05,"I love my pretty handkerchief masks so they will stay awhile. They're good for hayfever too! Designed by Japanese designer Hanae Mori, whose signature is butterflies.",1,https://x.com/maricarjagger/status/1423404911233015820/photo/1,hayfever,England,https://twitter.com/maricarjagger,,,
1060,@AliC66,2021-08-05,"@trowie
 @BBCRadioManc
 what about Saturday Night Hay Fever ",1,,hayfever,England,https://twitter.com/AliC66,,,
1061,@talkJenny,2021-08-05,How urban planners' preference for male trees has made your hay fever worse https://theguardian.com/environment/2020/may/16/how-urban-planners-preference-for-male-trees-has-made-your-hay-fever-worse…,1,,hayfever,England,https://twitter.com/talkJenny,,,
1062,@_Rachele_,2021-08-05,"I've taken every form of medicine in this flat - sudafed, hayfever, vitamins, pill.

I just want to get over this cold. I'm the worst sick person.",1,,hayfever,England,https://twitter.com/_Rachele_,,,
1063,@WildingGeorgina,2021-08-05,Hayfever so bad it’s woken me up ,1,,hayfever,England,https://twitter.com/WildingGeorgina,,,
1064,@helenafruddx,2021-08-04,Not to be dramatic but I think the hayfever injection could be the best thing that’s ever happened to me,1,,hayfever,England,https://twitter.com/helenafruddx,,,
1087,@paltpal,2021-08-04,Why am I suffering badly with hay fever today ,2,,hayfever,England,https://twitter.com/paltpal,,,
1088,@Adela_Terrell,2021-08-04,When I watched it my hayfever was so bad lol,2,,hayfever,England,https://twitter.com/Adela_Terrell,,,
1089,@sammight_say,2021-08-03,I forget to take my hayfever tablet on a daily basis. I really am my own worst enemy,2,,hayfever,England,https://twitter.com/sammight_say,,,
1090,@kingofzamunda,2021-08-02,Someone’s chopping onions / chucked chilli powder at me / I forgot to take my hayfever pills / those aren’t tears just excess water exiting my tear ducts ,2,,hayfever,England,https://twitter.com/kingofzamunda,,,
1091,@EOB78,2021-08-02,They also just say get a Covid test all the time.  My son had bad hayfever “get a Covid test” my friend had tonsillitis “get a Covid test”.  It’s like we can’t be ill with anything other than Covid,2,,hayfever,England,https://twitter.com/EOB78,,,
1119,@PORTZD2,2021-08-02,"Hayfever, conjunctivitis and tears",2,,hayfever,England,https://twitter.com/PORTZD2,,,
1120,@sullieship,2021-08-02,Bit of hayfever :) https://t.co/YGMmM6qrzS,2,,hayfever,England,https://twitter.com/sullieship,,,
1121,@Gaylussite,2021-08-01,Weird my hay fever was awful too ,2,,hayfever,England,https://twitter.com/Gaylussite,,,
1148,@Ryxnn_W,2021-08-01,Hay fever beating the shit out of me rn,,,hayfever,England,https://twitter.com/Ryxnn_W,,,
1149,@mufseen,2021-08-01,surprised the poppers haven't triggered hay fever,,,hayfever,England,https://twitter.com/mufseen,,,
1213,@katie_lhx,2021-08-01,Anyone else getting completely mugged off by hay fever today or is it just me? ,,,hayfever,England,https://twitter.com/katie_lhx,,,
1214,@guyapreston1,2021-07-31,"Frightened your bubble will be burst?
In one year we have done the impossible, and erradicated:
Seasonal Flu
Common Cold
Hay Fever
(The last being the Delta Variant)
Yet you are not suspicious?
All three of the above affect the lungs, some can shrug it off, others cannot.",,,hayfever,England,https://twitter.com/guyapreston1,,,
1215,@AJWeir95,2021-07-31,Me taking my inhaler during Hay Fever  Season. https://t.co/dSat9oWk7J,,,hayfever,England,https://twitter.com/AJWeir95,,,
1216,@Quint22Si,2021-07-31,Why do hayfever tablets have to make you so sleepy!? I will  in minutes,,,hayfever,England,https://twitter.com/Quint22Si,,,
1217,@PTButler1972,2021-07-31,I've got  that hay fever will be blamed next,,,hayfever,England,https://twitter.com/PTButler1972,,,
1218,@sophiemay_b,2021-07-31,Sneezed on the bus. I’m surprised I wasn’t booted off by the looks I got. It’s hayfever guys I promise ,,,hayfever,England,https://twitter.com/sophiemay_b,,,
1219,@AmyHutson,2021-07-30,Hayfever is bad today ,,https://x.com/BBCR1/status/1421183214450880512/photo/1,hayfever,England,https://twitter.com/AmyHutson,,,
1220,@knobalob,2021-07-30,I dunno what’s in the air at the moment but it really be fucking with my face. #hayfever,,,hayfever,England,https://twitter.com/knobalob,,,
1221,@PORTZD2,2021-07-30,Hayfever!!!,,,hayfever,England,https://twitter.com/PORTZD2,,,
1222,@AfcMattyAfc,2021-07-29,But.... we can only take 30 due to the covid-hayfever-19 symptoms,,https://x.com/AFCFixtureNews/status/1420844330466615297/photo/1,hayfever,England,https://twitter.com/AfcMattyAfc,,,
1249,@amanmarway,2021-07-29,"This hayfever is a killer 
I actually cannot breathe",1,,hayfever,England,https://twitter.com/amanmarway,,,
1274,@StevronConnor92,2021-07-29,"Haha I know. Will be making the most of it too.  

I didn’t mate - I had a bit of a cough, runny nose. I thought it was hayfever till I did a test on the off chance. Not much more than that!",,,hayfever,England,https://twitter.com/StevronConnor92,,,
