id,username,date,text,reply,link,word,country,profile,retweet,likes,reproduction
57,@TheSciFiBard,2021-12-30,"I too was VERY allergic to cats (eyes closed up, constant sneezing, runny nose etc)

Took a chance, adopted one from a rescue

Spent about a month and a half taking anti-histamines and luckily became immune to the allergy! 

On my 2nd rescue now with no problems ",2,,allergi-,England,https://twitter.com/TheSciFiBard,,,
58,@gbtully,2021-12-21,"Who decides what's serious? 
Cancer and such obvious
Is anxiety, depression, MH, daibetes, long Covid, ME, diet allergies under research, asthma etc etc",2,,allergi-,England,https://twitter.com/gbtully,,,
76,@VixThatRuns,2021-12-21,Should add its the catering for the pescatarian (easy) carnivores (expensive) allergies (mushrooms and bananas) and all the fussy bits in between which frankly does my head in. Give me cheese and wine and I'm happy as Larry!,2,,allergi-,England,https://twitter.com/VixThatRuns,,,
110,@J_Connelly_Way,2021-12-05,"Huge relief to find that restaurants in London are taking allergies seriously. Everywhere we went we were asked in advance, given an allergy menu or had orders taken by management.

It was the birthday of all birthdays ",3,https://x.com/J_Connelly_Way/status/1467483649067163654/photo/1,allergi-,England,https://twitter.com/J_Connelly_Way,,,
111,@joeyjocrook,2021-12-13,Can children’s author’s please not always have the kid with asthma and allergies as the weakling or underdog? Our kids are strong and courageous and deserve better,3,,allergi-,England,https://twitter.com/joeyjocrook,,,
112,@Eryn00603456,2021-12-22,"Xmas shop delivery today - Thankfully not too much missing! Baked my df,gf oat flour chocolate cake for my allergy friendly Xmas pudding! Then slept for hours afterwards!  https://instagram.com/p/CXzVzGisR67q9nYDJmk-7UfTgUQd39fH86HDvw0/?utm_medium=twitter…",3,,allergi-,England,https://twitter.com/Eryn00603456,,,
113,@InspectorGraeme,2021-12-16,"Waitress “any food allergies?”
Manesha “no thank you”
#thingsmishsays",3,,allergi-,England,https://twitter.com/InspectorGraeme,,,
114,@helen0107,2021-12-17,"Thanks 
@aldi
 for the 
@MooFreeChoccies
 selection packs! It means the children with allergies can have the same as the children having the 
@CadburyUK
 one! #HappyChildminder #HappyChildren #Allergies #InclusiveChildminder",3,https://x.com/helen0107/status/1471892773448167434/photo/1,allergi-,England,https://twitter.com/helen0107,,,
135,@DRtilewa,2021-12-08,My allergies acting up ,1,,allergi-,England,https://twitter.com/DRtilewa,,,
154,@kirstywallace,2021-12-01,You will probably get Pfizer or Moderna. AZ isn’t being used for boosters unless there is an allergy,,,allergi-,England,https://twitter.com/kirstywallace,,,
155,@Kp_1995,2021-12-19,"Do you know its proper sound having allergies when takeaways tell you they ""won't serve you"" like ok cos chips have nuts in dont they",,,allergi-,England,https://twitter.com/Kp_1995,,,
156,@fionadogwalker,2021-12-22,My Tig used to have boots! His paws got so sore with his allergies that he didn't want to walk! But with his boots on he  loved a walk,,,allergi-,England,https://twitter.com/fionadogwalker,,,
157,@ZipComicUK,2021-12-26,You ever wonder if the same people who object to the mere exsistence of content warnings because they don't personally need them also object to allergy information on food?,,,allergi-,England,https://twitter.com/ZipComicUK,,,
176,@Chris_CPH,2021-12-28,Haha it’s fine. Being bilaterally likely to be your socks / allergy. Take an antihistamine if it’s itchy,1,,allergi-,England,https://twitter.com/Chris_CPH,,,
177,@salvey1,2021-12-19,"She's now having tea with the king and queen, and now they are discussing who has a peanut allergy?",1,,allergi-,England,https://twitter.com/salvey1,,,
178,@MrRichAnderson,2021-12-15,"@IAmChrisRamsey
 @4pmWineTimeBaby
 I'm sure you get lots of requests but a mention for my wife Katie Anderson tonight in Bham would be amazing. Our 7 month old has loads of food allergies and intolerance and it's brutal and tiring for Katie. She's an amazing mum, Lyra an I  her x",1,,allergi-,England,https://twitter.com/MrRichAnderson,,,
197,@walkingwithcatz,2021-12-21,No as I really don’t like avocado and have a seed allergy ,1,,allergi-,England,https://twitter.com/walkingwithcatz,,,
198,@RE_McGEE,2021-12-27,Yes! Also in my case a teacher with a dust allergy who lacks time to vacuum and dust!,1,,allergi-,England,https://twitter.com/RE_McGEE,,,
199,@IzzyCBarker,2021-12-17,"@BrewDog
 is Velvet Cake suitable for nut allergy sufferers? Ingredients say “natural pecan flavouring” but isn’t in bold so unsure if it’s an allergen or not ",1,,allergi-,England,https://twitter.com/IzzyCBarker,,,
200,@fromdorset,2021-12-14,"Unwrap would prevent disappointed recipients…but wrapped would add to the Christmas surprise*!

*unless anyone has any specific allergies",1,,allergi-,England,https://twitter.com/fromdorset,,,
221,@staithes,2021-12-21,"Beryl’s just had conjunctivitis made worse by her dust allergy. Love to Pete, he’s a beautiful boy.",1,,allergi-,England,https://twitter.com/staithes,,,
222,@TinaCyclist@mas.to,2021-11-27,"Homemade gooseberry jam and all soya ""buttercream"". To comply with a dairy allergy in one of the planned consumers.",1,,allergi-,England,https://twitter.com/TinaCyclistmas.to,,,
223,@emmafriedmann,2021-12-29,"Check diet, allergies, artificial additives, cleaning products.

Lavender and Chamomile essential oils. 1 drop of each in 20ml of light olive oil. Check small patch for sensitivity. Apply all over.",1,,allergi-,England,https://twitter.com/emmafriedmann,,,
281,@jamiewhalley,2021-12-25,"Annual sibling photo (complete with my dog allergy eye) Happy Christmas from me, Ted, Jess, Jack, Lauren, Peggy, Mabel & Rio ",,https://x.com/jamiewhalley/status/1474661530490781705/photo/1,allergi-,England,https://twitter.com/jamiewhalley,,,
282,@carolinamarie79,2021-12-18,"This made our day at work, we take looking after our students very seriously with allergies.  We have to check every ingredient of every meal choice to ensure safety. We got this off one of our students and her family ",,https://x.com/carolinamarie79/status/1472137944953671682/photo/1,allergi-,England,https://twitter.com/carolinamarie79,,,
283,@mikemarcus,2021-12-04,"Dear world. You’re already special, you don’t need a gluten allergy to prove it.",,,allergi-,England,https://twitter.com/mikemarcus,,,
284,@ms_manutd,2021-12-21,Can’t have vaccination due to allergies being investigated and not exempt as such as allergy investigation isn’t complete ….. allergy investigation also delayed due to covid …. Smashing stuff this!,,https://x.com/ms_manutd/status/1473270541075337216/photo/1,allergi-,England,https://twitter.com/ms_manutd,,,
305,@sheilattuned,2021-12-12,Thank you - It was new recipe and had to alter mushroom Wellington and substitute pecans for black eyed beans (one has nut allergy)- but it was good,,,allergi-,England,https://twitter.com/sheilattuned,,,
338,@arc15uk,2021-11-28,Seems like the dolphins have got over thier 2nd quarter scoring allergy. #FinsUp #CARvsMIA,1,,allergi-,England,https://twitter.com/arc15uk,,,
339,@marce_cars,2021-12-04,Flashbacks to allergies clinical session when I was asked to come to the front so my fellow classmates could name as many signs and symptoms as they could name that I was displaying ,1,https://x.com/docramiro/status/1467158501676007430/photo/1,allergi-,England,https://twitter.com/marce_cars,,,
353,@flowergirl_lon,2021-12-30,"I don’t have a nut allergy but I’d consider appropriating a sunflower lanyard* if it meant I could swerve these hideous min slabs of yuk

*not really, I hate them but I’m not a c**t.",1,https://x.com/elizabennet3/status/1476535760786542595/photo/1,allergi-,England,https://twitter.com/flowergirl_lon,,,
372,@flowergirl_lon,2021-12-25,"Last Xmas day I woke up after a nap with a face / lips like the nutty professor allergy scene. 
Called 111 not realising it was an emergency. 7 hrs later an  came, they told me off for not calling 999 & cursed 111 for not making it an emergency response. 
Merry Christmas ",2,,allergi-,England,https://twitter.com/flowergirl_lon,,,
373,@StValDay74,2021-12-06,"Argh this fricking #stress rash is doing my head in!!! Started stronger allergy tablets y/day and whilst I’m awake I can stop myself from scratching. 

But when you wake yourself having scratched so hard in one particular place that you’ve broken the 1/2",2,,allergi-,England,https://twitter.com/StValDay74,,,
374,@elise_john85,2021-11-18,Festive flavours are the worst thing about this time of year. #Gingerbread is up there at the top with #PumpkinSpice on my list of “no thank you I don’t want my throat to close due to allergies” food stuffs,2,,allergi-,England,https://twitter.com/elise_john85,,,
385,@duncanogleskan,2021-12-01,"I’ve wondered whether the apparent allergy to face coverings on those benches is related to how much they look like nose-bags, and they are worried about the optics.",3,,allergi-,England,https://twitter.com/duncanogleskan,,,
386,@recantha,2021-12-13,I'm not a cat person (allergies) but DAWWWWWWWW! :-) https://x.com/BootstrapCook//BootstrapCook/status/1470160681047629825…,3,,allergi-,England,https://twitter.com/recantha,,,
387,@adeypops,2021-11-28,"Aah, poor girl.if shes been in long grass it could be mites or grass seed allergy. Skin-scrape at the vets will find out. She pleased to see you? ",3,,allergi-,England,https://twitter.com/adeypops,,,
399,@EmpressThea527,2021-12-06,I hate that I can probably never do a tasting menu as I have so many food allergies/intolerances  #FirstWorldProblems,3,,allergi-,England,https://twitter.com/EmpressThea527,,,
400,@liambarker,2021-12-30,Surely the remit of the allergy clinic?,3,,allergi-,England,https://twitter.com/liambarker,,,
401,@stayfun_,2021-12-18,"booster shot exp:

waited in line outside took 20m.

talked to guy with iPad who had to register us and enter our address details, etc. took 5 min

talked to dr. who asked us Qs about allergies, etc. took 10 min(including waiting)

got the shot (took 10 min including waiting)",3,,allergi-,England,https://twitter.com/stayfun_,,,
416,@SSYBreathwork,2021-12-06,"Most people have allergies because of the way they breathe. Yes, genetics plays a part but the key is re-training how you breathe as opposed to the conventional ‘plaster’ and just taking remedies for allergies",3,,allergi-,England,https://twitter.com/SSYBreathwork,,,
417,@dawni86,2021-12-21,"Strangely I got close contacted cos of best mates tested + and I've been ok touch wood, it's been only time my nose has not been blocked from allergies.",3,,allergi-,England,https://twitter.com/dawni86,,,
418,@WayneAssiratti,2021-12-29,"10 Bands/Artists to know me.

The Black Crowes
Peter Gabriel
The Beastie Boys
Suzanne Vega
Maria McKee
Sigrid
Greta Van Fleet
Samantha Fish
The ",3,,allergi-,England,https://twitter.com/WayneAssiratti,,,
462,@shahirenayet,2021-12-17,"Super happy with Aadels GCSE Mock results, considering the allergy he has to sitting & doing any work he has some how managed to do well. Now he just needs to get his finger out and push on in the next 6 months to do even better in the final exams should these go ahead",3,,allergi-,England,https://twitter.com/shahirenayet,,,
463,@DmuSlt,2021-12-07,"TODAYS THE DAY! THE PARTY IS COMING TO DMU!
grab your ticket: https://demontfortsu.com/events/14948/3379/… BEFORE 3PM TODAY! Join us  for evening of fun and festivities 
Please bring your face mask  and email dmusltsociety@gmail.com if you have any allergies or dietary requirements ",3,https://x.com/DmuSlt/status/1468168906883964930/photo/1,allergi-,England,https://twitter.com/DmuSlt,,,
464,@EllaRobertaFdn,2021-12-21,"Recall earlier in the yr saying to 
@MayorofLondon
 I’m not able to function adequately if I’m in hospital with my kids as they fight to breathe. Just spoke to the allergy team & I can’t thank all their respiratory & allergy teams enough for keeping them breathing this yr; grateful",3,https://x.com/EllaRobertaFdn/status/1473250356398370816/photo/1,allergi-,England,https://twitter.com/EllaRobertaFdn,,,
495,@DmuSlt,2021-12-04,"Our christmas party is on TUESDAY 7TH DECEMBER @5-8pm in the first floor of SU MEMBERS are FREE, non-member= £10 so grab your tickets! Don't forget to bring your mask and proof of ticket purchase  
*any allergies or dietary requirements email: dmusltsociety@gmail.com",1,https://x.com/DmuSlt/status/1467071874832158730/photo/1,allergi-,England,https://twitter.com/DmuSlt,,,
508,@MSpiratelass,2021-12-01,"So as if my immune system didn’t hate me enough with MS, pressure urticaria needing ivs is now thing, now to wait 6 months for immunologist and allergy testing to see what triggered it and to keep out of ED as a pt again. +try to avoid whatever triggered it in ED to start with",1,,allergi-,England,https://twitter.com/MSpiratelass,,,
509,@jabaldwin03,2021-11-27,Have you had allergy testing?,1,,allergi-,England,https://twitter.com/jabaldwin03,,,
521,@beccascfc,2021-12-24,Can confirm that covid mixed with asthma and an allergy to cats is hell ,1,,allergi-,England,https://twitter.com/beccascfc,,,
522,@positivesarah,2021-12-05,"I can't find my Christmas tree! This is an emergency... Didn't bother last year because, well you know, but now I have NO idea where it is. Turned the house upside down and given myself dust allergy cough from looking under beds but... Nope. ",1,,allergi-,England,https://twitter.com/positivesarah,,,
523,@amorexplore,2021-12-05,Dreamt the other night London zoo opened a cat cafe on-site. They had a little cat version for every big cat at the zoo. Anyway it ended when someone with a cat hair allergy sued and forced the cafe and big cat enclosure to shut down and I had to check this didn't happen irl,1,,allergi-,England,https://twitter.com/amorexplore,,,
524,@JunaidTheMalik,2021-11-18, dust allergies,1,,allergi-,England,https://twitter.com/JunaidTheMalik,,,
538,@GeorgeMorgan13,2021-12-27,Firstly the allergy to thinking about anything technical. People and stories only! No concepts relating to physical reality! Working out if claims are technically valid is off the cards so the social standing of who's saying it is what is counted,,,allergi-,England,https://twitter.com/GeorgeMorgan13,,,
539,@hillmandan,2021-12-09,"The last speakers of the day are Natasha’s parents talking about food allergies since their daughter died. Very powerful presentation and message 
@NatashasLegacy
 #natashaslaw 
@TUCOltd
 #TUCOWinterconference 
@UniofNottingham",,https://x.com/hillmandan/status/1468960147951087633/photo/1,allergi-,England,https://twitter.com/hillmandan,,,
552,@WomenofStoke,2021-12-17,"@bartsstoke
 The Lost Post Office was amazing! Thank you so much for such a brilliant day  and thank you so much @breadincommon_stoke for our lunch. You looked after our little allergy kids perfectly and always make us feel so at home  

#mystokestory #local #community",2,https://x.com/WomenofStoke/status/1471904944148074496/photo/1,allergi-,England,https://twitter.com/WomenofStoke,,,
565,@Abysmal_Author,2021-12-05,"It was a lateral flow test, but it was negative! Most likely it's just a cold or allergies I think",2,,allergi-,England,https://twitter.com/Abysmal_Author,,,
566,@andihofb,2021-12-30,"As a fellow egg allergy sufferer, you have my sympathies. It’s vexing to find out where egg has been added needlessly (like a crumble - why?) It’s tedious in restaurants, & can reduce choice to next to nothing, esp. in chains or where chefs are inflexible. Glad you know, though.",2,,allergi-,England,https://twitter.com/andihofb,,,
581,@Graelwyn,2021-12-30,"I didn't even realise I had allergies as when a child, although we had 2 cats, we had a large house. Now it is me and him in a confined space. I also noticed that after my suspected Oct 2019 experience of Covid, I developed hay-fever for first time.",2,,allergi-,England,https://twitter.com/Graelwyn,,,
582,@Graelwyn,2021-12-16,Very tired. Starting to wonder if I have long Covid or something. Hadn't considered it before but I did develop allergies for first time in my life after having it in Oct 2019 and my fatigue is on another level. Made myself take a walk and shattered.,2,,allergi-,England,https://twitter.com/Graelwyn,,,
583,@BILDERBERG_GP,2021-12-20,I do...but that's life. My eldest son had severe allergies when young. I'm glad I checked. But I love it. Give me 12 months and ask again ,2,,allergi-,England,https://twitter.com/BILDERBERG_GP,,,
600,@ichessicarabbit,2021-12-08,"Nah I just ran for the train not realising I didn’t have my inhaler with me. 
My asthma is triggered by allergies and exercise. 
Please help me. 
I didn’t know it wasn’t in my bag ",2,,allergi-,England,https://twitter.com/ichessicarabbit,,,
601,@positivesarah,2021-11-21,We sort of adopted next door's cat when he left her alone all day... I got really ill with it... Maybe if I didn't have to do anything else I'd deal with the allergy but it was horrible... And she was really cute and I felt terrible!,2,,allergi-,England,https://twitter.com/positivesarah,,,
649,@Rnfrw,2021-11-17,"I went in with no expectations & came out really liking it, and I normally have a moderate to severe K-Stew allergy. My mind turned to Repulsion: the staggering round corridors, the repetitive one-note soundtrack...",1,,allergi-,England,https://twitter.com/Rnfrw,,,
650,@ChrisGStreet,2021-11-28,"""The combination includes diphenhydramine, an antihistamine used for allergy symptoms. When paired with lactoferrin, a protein found in cow and human milk, the compounds were found to hinder the SARS-CoV-2 virus during tests in monkey cells and human lung cells.""",1,,allergi-,England,https://twitter.com/ChrisGStreet,,,
651,@SpamellaB,2021-12-09,You gotta love a simple but effective CHRISTMAS COOKIE recipe   these ones are #glutenfree and #dairyfree so great for kids with allergies too https://instagram.com/p/CXQ3vkxIw3M/?utm_medium=copy_link…,1,https://x.com/SpamellaB/status/1468935176902295552/photo/1,allergi-,England,https://twitter.com/SpamellaB,,,
652,@division6,2021-12-14,"Can confirm this was surprisingly good. The pizza sauce was nothing special, but the pizza base was surprisingly crisp and tasty. 

Kids love the pastries too (reliable egg free, dairy free pastries to meet allergy needs), so huzzah for the Sainsbury's substitution.",1,,allergi-,England,https://twitter.com/division6,,,
653,@ScrappyN,2021-12-14,*pfft* allergies suck pal ,1,,allergi-,England,https://twitter.com/ScrappyN,,,
669,@RrmetroldRose,2021-12-14,"@BBCNews
 I was invited to bk 3rd primary dose vaccine via GP.  Due Sept but no AZ & needed check due to allergies Pfizer OK. Can't now book a booster for 91 days but records show I am boosted?!   GP said I don't get a 4th dose - JCVI/Oncology said I do.  1-2",1,,allergi-,England,https://twitter.com/RrmetroldRose,,,
670,@Musicmarie,2021-12-07,I never thought of that and you’re right. Plus Olivia can’t be the only pupil with allergies. Have you asked school? ,1,,allergi-,England,https://twitter.com/Musicmarie,,,
671,@JadeRadders_,2021-12-21,my friend from home has this! i think she had water allergy tests because of it x,1,,allergi-,England,https://twitter.com/JadeRadders_,,,
672,@SamHallWales,2021-12-15,"I’m sorry your wife had that reaction. I worried about my mum who has DVT, but she has been fine. I guess it’s similar to other vaccines and drugs where a small number of people have a bad reaction. Penicillin would probably kill me due to my allergy, but it’s saved millions.",1,,allergi-,England,https://twitter.com/SamHallWales,,,
690,@lisa_hug,2021-12-21,"Hi Sarah, if you are able to have Pfizer (no allergies to PEG) then yes you can have Pfizer even after AZ as a 1st or 2nd dose. Pop along to see us ASAP x",,,allergi-,England,https://twitter.com/lisa_hug,,,
691,@JayneVaux,2021-12-21,"I've 2 daughters gluten intolerant, I'm lactose intolerant with a nut allergy, much safer when I know what's in the ingredients!",,,allergi-,England,https://twitter.com/JayneVaux,,,
692,@dare_richard,2021-11-14,Badger-hair allergies?,,,allergi-,England,https://twitter.com/dare_richard,,,
712,@RSPCA_Bookshop,2021-12-06,Goodness! Take care & hope you feel better soon. Allergies are nasty things,,,allergi-,England,https://twitter.com/RSPCA_Bookshop,,,
713,@flowergirl_lon,2021-12-19,"They’ve done me well.. originally got the big one before chemo #1 and a very welcome side effect was reduction in allergies like pollution / hayfever. Got the second when moved to a bigger flat, they’re so good but I need to get my home smart now I’m losing more function.",,,allergi-,England,https://twitter.com/flowergirl_lon,,,
714,@SuperScienceGrl,2021-12-28,"That's how I figured out I wasn't allergic to diphenhydramine (a rare and ironic allergy!).
2015: Took Benadryl as a sleep aid; discontinued due to allergy symptoms
2018: Slightly ill in the car, my dad gave me some dramamine. I didn't know what it was before taking. No allergy!",,,allergi-,England,https://twitter.com/SuperScienceGrl,,,
734,@lisaiow71,2021-12-21,"Waiting to hear for a referral for allergy tests for him, if that happens. Will chase it up if I have to. Was just shocked at the lack of interest by her and her dismissing what hospital drs had told me years ago.",1,,allergi-,England,https://twitter.com/lisaiow71,,,
735,@karen_francesca,2021-12-22,"Absolutely. We are all so different. My childhood illnesses were a breeze but the vaccinations nearly killed me and left me with eczema, asthma, psoriasis and countless allergies. 
When I was old enough to realise this I decided to never have another, or allow my kids to",1,,allergi-,England,https://twitter.com/karen_francesca,,,
736,@JayneVaux,2021-12-22,"Do you want the list!, probably my allergies are the trickier ones, I carry 2 epi pens x",1,,allergi-,England,https://twitter.com/JayneVaux,,,
791,@thebestproject2,2021-11-06,"I am very gutted at this I unable to try out @EatRealSnacks No samples No card reader No customers.

Great time at Allergy and Free from show.",3,,allergi-,England,https://twitter.com/thebestproject2,,,
792,@LadysMaids,2021-11-10,"Wellness isn’t just about the mind, body & soul it’s also about your environment. Having a clean & tidy home can promote better health, prevent allergies, reduces stress & most of all it makes your home inviting for friends and family. #wellness #cleaningService #clean #mindful",3,https://x.com/LadysMaids/status/1458387062495879174/photo/1,allergi-,England,https://twitter.com/LadysMaids,,,
793,@AntibioticLeeds,2021-12-12,"@neilthepcist
 @j_sandoe
 @bhogal_pathogen
 @UKCPAPIN
 @BSACI_Allergy
 @ptsafetyNHS
 @biainfection
 @BSACandJAC
 @ESGAP_ABS
 @DrKieranHand
 @SAPGAbx",3,https://x.com/tjcjqps/status/1469800758291935235/photo/1,allergi-,England,https://twitter.com/AntibioticLeeds,,,
812,@ms_manutd,2021-11-18,"The sudden realisation that I might not even be able to taste Christmas dinner this year … on a side note, the doctors said that my sudden allergy to Prosecco could’ve developed after a viral infection where immune system resets, what are the chances that it’s gone now?!",1,,allergi-,England,https://twitter.com/ms_manutd,,,
813,@Louisescicomm,2021-12-15,#Boosted - once we checked ingredients due to my allergies.  I think they were a bit anxious.,1,,allergi-,England,https://twitter.com/Louisescicomm,,,
814,@3cmq,2021-11-28,"Oooh noted! Step kids want a doggie and I have allergies so might be a good breed to look into. Looks super cute, hope you are good ",1,,allergi-,England,https://twitter.com/3cmq,,,
833,@deiinhastings,2021-12-14,Not a one! I’m starting to suspect hospitals. After 36 years of working in them I think I may be developing an allergy to them!,1,,allergi-,England,https://twitter.com/deiinhastings,,,
834,@SMXshow,2021-12-09,What kind of allergies can you get from a metal straw?,1,,allergi-,England,https://twitter.com/SMXshow,,,
835,@jemmabrown,2021-12-14,What you mean is your coffee casuals are free from common allergens e.g nuts. Not everyone has a common allergy I bet there are people who have life threatening reactions to coffee!  for me it’s cloves and I have no way of knowing if you flavour festive coffee with them! 2/2,1,,allergi-,England,https://twitter.com/jemmabrown,,,
854,@suziqvk,2021-12-03,It’s also a nightmare for dairy allergy sufferers,,,allergi-,England,https://twitter.com/suziqvk,,,
855,@Steve_Nicklin,2021-12-16,"Well the schools closest to you are crap then, or you're being over protective. I know for a fact that the school where my wife works safely handles all kind of allergies and medical conditions appropriately.",,,allergi-,England,https://twitter.com/Steve_Nicklin,,,
856,@jemmabrown,2021-12-14,"Trying to order coffee capsules should not be this hard! 

Also 
@NespressoUK
 saying your capsules are ‘allergen free’ isn’t that helpful because some people like me have weird allergies! Like the language you are using means nothing! 1/",,,allergi-,England,https://twitter.com/jemmabrown,,,
901,@Ben_Inivos,2021-11-04,"Thank you for looking after my little boy today Rudham Ward 
@TeamQEH
 
Great care and friendly staff 

#allergies 
@laura_skaife",1,https://x.com/Ben_Inivos/status/1456324946003648513/photo/1,allergi-,England,https://twitter.com/Ben_Inivos,,,
902,@itsnaomikane,2021-12-13,"So I’ve just had a bad allergy reaction to my bro’s dog and 
@Astr0Isha
 had a jab today so we’re going to postpone today’s space so sorry everyone",1,,allergi-,England,https://twitter.com/itsnaomikane,,,
903,@stanleymotown,2021-12-17,"A guy walks into my local and orders a pizza, barman asks “Do you have any allergies?”

He says “cats”",1,,allergi-,England,https://twitter.com/stanleymotown,,,
904,@Ben_Inivos,2021-11-04,"Thanks Laura!  he's fine now, had allergy tests, responded very badly today (controlled environment) to v small dose of penicillin  Further tests required.",1,,allergi-,England,https://twitter.com/Ben_Inivos,,,
905,@Ben_Inivos,2021-11-08,"Good read, Paul 
Drax reference 
2nd point - My 3yo was in hosp last week for allergy tests. Reacted badly and nurses required emergency intervention of antihistamine. One nurse forgot to put gloves on, in the moment. 
Look forward to hearing how this progresses",1,,allergi-,England,https://twitter.com/Ben_Inivos,,,
906,@NHSwhistleblowr,2021-12-18,"Yes David. @SteveDunnCEO is a criminal whatever excuse 
@NuffieldTrust
 give for his behaviour. And it's effectively a green light for ant CEO to punish NHS Whistleblowers.",1,,allergi-,England,https://twitter.com/NHSwhistleblowr,,,
924,@NG_Nagmeldin,2021-12-22,"Nope..boost your immunity and do some research ;) 
Allergies are cured by taking antihestamins not vaccines",1,,allergi-,England,https://twitter.com/NG_Nagmeldin,,,
958,@SophiejanH,2021-11-27,Thus we begin. The world's most allergy ridden tour guide. #TalesofNewstead #hurrahforantihistamines,7,https://x.com/SophiejanH/status/1464685609541320705/photo/1,allergi-,England,https://twitter.com/SophiejanH,,,
959,@gemilouisexo,2021-11-29,"Such a good video that everyone should watch. In the UK you would ring 999 and request an urgent ambulance, state the person is suffering with anaphylaxis and inform them you have administered adrenaline via the epipen #allergyready #allergy #allergies #epipen #anaphylaxis",7,,allergi-,England,https://twitter.com/gemilouisexo,,,
960,@OtterTrading,2021-11-24,"Simple shampoo, no perfume for those with allergies #noperfume #allergyfriendly @ Otter Trading https://instagram.com/p/CWqahWhIu3v/?utm_medium=twitter…",7,,allergi-,England,https://twitter.com/OtterTrading,,,
976,@Svenhansonbritt,2021-12-03,"*Last minute availability for dinner tonight*
We’ve had a cancellation - one table available. Give us a bell on 020 8067 7532 (no severe allergies or dietary requirements as it’s late notice please! )",2,,allergi-,England,https://twitter.com/Svenhansonbritt,,,
977,@DeanSzendrey,2021-11-24,I have a similar allergy to Baileys hot chocolate  who knew,2,,allergi-,England,https://twitter.com/DeanSzendrey,,,
